Date,Capesize_Proxy_GNK,Panamax_Proxy_EDRY,Supramax_Proxy_SBLK
2011-01-03,,,89.79981994628906
2011-01-04,,,89.79981994628906
2011-01-05,,,90.13118743896484
2011-01-06,,,90.46253967285156
2011-01-07,,,91.12525177001953
2011-01-10,,,92.45072174072266
2011-01-11,,,92.11939239501953
2011-01-12,,,90.46253967285156
2011-01-13,,,91.78800201416016
2011-01-14,,,91.45664978027344
2011-01-18,,,89.46846008300781
2011-01-19,,,90.13118743896484
2011-01-20,,,89.79981994628906
2011-01-21,,,89.79981994628906
2011-01-24,,,88.80570220947266
2011-01-25,,,87.48025512695312
2011-01-26,,,88.1429672241211
2011-01-27,,,87.8116226196289
2011-01-28,,,86.15483093261719
2011-01-31,,,85.82343292236328
2011-02-01,,,84.4979476928711
2011-02-02,,,83.83525848388672
2011-02-03,,,83.50387573242188
2011-02-04,,,82.8411636352539
2011-02-07,,,81.18431854248047
2011-02-08,,,81.51570129394531
2011-02-09,,,81.51570129394531
2011-02-10,,,81.18431854248047
2011-02-11,,,81.51570129394531
2011-02-14,,,79.52750396728516
2011-02-15,,,80.52161407470703
2011-02-16,,,81.18431854248047
2011-02-17,,,82.17843627929688
2011-02-18,,,81.18431854248047
2011-02-22,,,81.18431854248047
2011-02-23,,,85.49207305908203
2011-02-24,,,86.15483093261719
2011-02-25,,,86.15483093261719
2011-02-28,,,85.82343292236328
2011-03-01,,,85.82343292236328
2011-03-02,,,86.16130828857422
2011-03-03,,,86.49921417236328
2011-03-04,,,86.83710479736328
2011-03-07,,,85.48555755615234
2011-03-08,,,84.13399505615234
2011-03-09,,,83.45823669433594
2011-03-10,,,82.44457244873047
2011-03-11,,,84.47188568115234
2011-03-14,,,84.13399505615234
2011-03-15,,,83.45823669433594
2011-03-16,,,80.079345703125
2011-03-17,,,79.74147033691406
2011-03-18,,,83.45823669433594
2011-03-21,,,83.12032318115234
2011-03-22,,,82.78243255615234
2011-03-23,,,83.12032318115234
2011-03-24,,,82.106689453125
2011-03-25,,,82.44457244873047
2011-03-28,,,82.44457244873047
2011-03-29,,,82.106689453125
2011-03-30,,,82.106689453125
2011-03-31,,,81.09300994873047
2011-04-01,,,81.43089294433594
2011-04-04,,,81.09300994873047
2011-04-05,,,80.079345703125
2011-04-06,,,79.065673828125
2011-04-07,,,79.065673828125
2011-04-08,,,80.41724395751953
2011-04-11,,,79.74147033691406
2011-04-12,,,77.71415710449219
2011-04-13,,,77.0383529663086
2011-04-14,,,77.71415710449219
2011-04-15,,,79.74147033691406
2011-04-18,,,78.05201721191406
2011-04-19,,,79.065673828125
2011-04-20,,,78.05201721191406
2011-04-21,,,77.71415710449219
2011-04-25,,,78.3899154663086
2011-04-26,,,78.3899154663086
2011-04-27,,,78.3899154663086
2011-04-28,,,78.3899154663086
2011-04-29,,,79.40355682373047
2011-05-02,,,81.43089294433594
2011-05-03,,,81.43089294433594
2011-05-04,,,79.40355682373047
2011-05-05,,,79.065673828125
2011-05-06,,,79.74147033691406
2011-05-09,,,80.079345703125
2011-05-10,,,81.09300994873047
2011-05-11,,,79.40355682373047
2011-05-12,,,77.71415710449219
2011-05-13,,,79.40355682373047
2011-05-16,,,77.71415710449219
2011-05-17,,,76.36258697509766
2011-05-18,,,74.67312622070312
2011-05-19,,,76.40167236328125
2011-05-20,,,76.05597686767578
2011-05-23,,,74.32745361328125
2011-05-24,,,74.32745361328125
2011-05-25,,,72.9446029663086
2011-05-26,,,70.524658203125
2011-05-27,,,69.48751831054688
2011-05-31,,,73.2903060913086
2011-06-01,,,73.2903060913086
2011-06-02,,,75.71028137207031
2011-06-03,,,75.71028137207031
2011-06-06,,,73.98171997070312
2011-06-07,,,71.90746307373047
2011-06-08,,,69.83322143554688
2011-06-09,,,70.524658203125
2011-06-10,,,71.561767578125
2011-06-13,,,71.216064453125
2011-06-14,,,70.87036895751953
2011-06-15,,,69.14179992675781
2011-06-16,,,69.14179992675781
2011-06-17,,,68.79607391357422
2011-06-20,,,71.216064453125
2011-06-21,,,73.2903060913086
2011-06-22,,,72.59889221191406
2011-06-23,,,72.9446029663086
2011-06-24,,,72.25318145751953
2011-06-27,,,72.25318145751953
2011-06-28,,,71.90746307373047
2011-06-29,,,72.59889221191406
2011-06-30,,,71.561767578125
2011-07-01,,,71.216064453125
2011-07-05,,,70.1789321899414
2011-07-06,,,70.1789321899414
2011-07-07,,,71.216064453125
2011-07-08,,,71.216064453125
2011-07-11,,,70.87036895751953
2011-07-12,,,69.83322143554688
2011-07-13,,,70.1789321899414
2011-07-14,,,70.1789321899414
2011-07-15,,,69.14179992675781
2011-07-18,,,69.48751831054688
2011-07-19,,,56.696292877197266
2011-07-20,,,59.11623001098633
2011-07-21,,,59.11623001098633
2011-07-22,,,57.38771057128906
2011-07-25,,,53.93061447143555
2011-07-26,,,54.27632141113281
2011-07-27,,,51.51065444946289
2011-07-28,,,50.81923294067383
2011-07-29,,,53.93061447143555
2011-08-01,,,53.93061447143555
2011-08-02,,,52.20207214355469
2011-08-03,,,52.20207214355469
2011-08-04,,,49.7820930480957
2011-08-05,,,48.05356979370117
2011-08-08,,,42.52220153808594
2011-08-09,,,48.05356979370117
2011-08-10,,,48.74497604370117
2011-08-11,,,51.16493606567383
2011-08-12,,,52.20207214355469
2011-08-15,,,53.58488464355469
2011-08-16,,,53.23917770385742
2011-08-17,,,53.58488464355469
2011-08-18,,,50.473506927490234
2011-08-19,,,51.51065444946289
2011-08-22,,,51.16493606567383
2011-08-23,,,51.880523681640625
2011-08-24,,,51.880523681640625
2011-08-25,,,50.09153747558594
2011-08-26,,,49.018157958984375
2011-08-29,,,50.44933319091797
2011-08-30,,,52.596126556396484
2011-08-31,,,50.80713653564453
2011-09-01,,,52.23833084106445
2011-09-02,,,50.80713653564453
2011-09-06,,,49.018157958984375
2011-09-07,,,50.80713653564453
2011-09-08,,,49.375953674316406
2011-09-09,,,47.229164123535156
2011-09-12,,,47.229164123535156
2011-09-13,,,49.018157958984375
2011-09-14,,,51.880523681640625
2011-09-15,,,51.16493225097656
2011-09-16,,,50.80713653564453
2011-09-19,,,50.44933319091797
2011-09-20,,,50.09153747558594
2011-09-21,,,47.944759368896484
2011-09-22,,,45.0823860168457
2011-09-23,,,45.0823860168457
2011-09-26,,,45.797977447509766
2011-09-27,,,47.586952209472656
2011-09-28,,,46.1557731628418
2011-09-29,,,46.87136459350586
2011-09-30,,,46.1557731628418
2011-10-03,,,41.146629333496094
2011-10-04,,,42.935611724853516
2011-10-05,,,43.65120315551758
2011-10-06,,,44.36679458618164
2011-10-07,,,44.00899887084961
2011-10-10,,,45.797977447509766
2011-10-11,,,46.513587951660156
2011-10-12,,,47.944759368896484
2011-10-13,,,47.586952209472656
2011-10-14,,,49.018157958984375
2011-10-17,,,47.944759368896484
2011-10-18,,,49.018157958984375
2011-10-19,,,49.375953674316406
2011-10-20,,,49.73374938964844
2011-10-21,,,48.30256271362305
2011-10-24,,,50.09153747558594
2011-10-25,,,50.09153747558594
2011-10-26,,,49.375953674316406
2011-10-27,,,51.52273178100586
2011-10-28,,,51.16493225097656
2011-10-31,,,49.73374938964844
2011-11-01,,,48.66035461425781
2011-11-02,,,48.66035461425781
2011-11-03,,,47.586952209472656
2011-11-04,,,48.66035461425781
2011-11-07,,,49.375953674316406
2011-11-08,,,48.30256271362305
2011-11-09,,,47.944759368896484
2011-11-10,,,48.30256271362305
2011-11-11,,,47.229164123535156
2011-11-14,,,46.87136459350586
2011-11-15,,,46.87136459350586
2011-11-16,,,46.1557731628418
2011-11-17,,,45.440185546875
2011-11-18,,,45.440185546875
2011-11-21,,,45.797977447509766
2011-11-22,,,44.36679458618164
2011-11-23,,,46.1557731628418
2011-11-25,,,45.41133499145508
2011-11-28,,,45.03910446166992
2011-11-29,,,44.29465866088867
2011-11-30,,,43.550209045410156
2011-12-01,,,40.94465255737305
2011-12-02,,,41.31686782836914
2011-12-05,,,41.689083099365234
2011-12-06,,,39.455753326416016
2011-12-07,,,41.31686782836914
2011-12-08,,,40.94465255737305
2011-12-09,,,40.572425842285156
2011-12-12,,,39.827972412109375
2011-12-13,,,39.083518981933594
2011-12-14,,,37.59462356567383
2011-12-15,,,37.222408294677734
2011-12-16,,,36.85018539428711
2011-12-19,,,36.85018539428711
2011-12-20,,,33.50016784667969
2011-12-21,,,34.2446174621582
2011-12-22,,,33.50016784667969
2011-12-23,,,33.87238311767578
2011-12-27,,,33.50016784667969
2011-12-28,,,32.755714416503906
2011-12-29,,,33.1279411315918
2011-12-30,,,33.1279411315918
2012-01-03,,,34.6168327331543
2012-01-04,,,33.50016784667969
2012-01-05,,,35.36128616333008
2012-01-06,,,35.36128616333008
2012-01-09,,,35.36128616333008
2012-01-10,,,35.36128616333008
2012-01-11,,,35.36128616333008
2012-01-12,,,35.36128616333008
2012-01-13,,,34.2446174621582
2012-01-17,,,33.50016784667969
2012-01-18,,,34.98905563354492
2012-01-19,,,34.98905563354492
2012-01-20,,,34.2446174621582
2012-01-23,,,36.47795486450195
2012-01-24,,,36.47795486450195
2012-01-25,,,39.083518981933594
2012-01-26,,,40.572425842285156
2012-01-27,,,41.689083099365234
2012-01-30,,,43.550209045410156
2012-01-31,,,42.433536529541016
